source,target,kind,weight,similarity,distance
anl4_afv4_eps_number,operating_income,near,0.7500268816947937,0.7500268816947937,0.2499731183052063
anl4_afv4_eps_number,news_max_dn_amt,far,0.9118655323982239,0.08813446760177612,0.9118655323982239
anl4_afv4_eps_number,split,far,0.8955920189619064,0.10440798103809357,0.8955920189619064
anl4_afv4_eps_number,dividend_max_guidance_value,far,0.8949863165616989,0.10501368343830109,0.8949863165616989
anl4_afv4_median_eps,earnings_per_share_median_value,near,0.9560611248016357,0.9560611248016357,0.04393887519836426
anl4_afv4_median_eps,earnings_per_share_average,near,0.9543237686157227,0.9543237686157227,0.045676231384277344
anl4_afv4_median_eps,earnings_per_share_maximum,near,0.9425203204154968,0.9425203204154968,0.057479679584503174
anl4_afv4_median_eps,ebit_reported_value,near,0.9060396552085876,0.9060396552085876,0.09396034479141235
anl4_afv4_median_eps,net_profit_reported_value,near,0.9057702422142029,0.9057702422142029,0.09422975778579712
anl4_afv4_median_eps,pretax_income_standalone_value,near,0.9032344222068787,0.9032344222068787,0.09676557779312134
anl4_afv4_median_eps,ebitda_reported_value,near,0.9015346765518188,0.9015346765518188,0.09846532344818115
anl4_afv4_median_eps,max_net_debt_guidance,far,0.8971702381968498,0.10282976180315018,0.8971702381968498
anl4_afv4_median_eps,fnd6_nopio,far,0.8966392800211906,0.10336071997880936,0.8966392800211906
anl4_afv4_median_eps,tangible_book_value_per_share_max_guidance,far,0.8962410539388657,0.10375894606113434,0.8962410539388657
anl4_afv4_median_eps,fnd6_lqpl1,near,0.6355829238891602,0.6355829238891602,0.36441707611083984
anl4_dts_ptp,sales_estimate_stddev_quarterly,near,0.7178595066070557,0.7178595066070557,0.28214049339294434
anl4_dts_ptp,sales_estimate_standard_deviation,near,0.7135381102561951,0.7135381102561951,0.28646188974380493
anl4_dts_ptp,fnd6_newa1v1300_cshfd,near,0.6637203693389893,0.6637203693389893,0.33627963066101074
anl4_dts_ptp,fnd6_cshpri,near,0.6621878743171692,0.6621878743171692,0.3378121256828308
anl4_dts_ptp,fnd6_newa1v1300_cshi,near,0.6512996554374695,0.6512996554374695,0.3487003445625305
anl4_dts_ptp,fnd6_mfma1_csho,near,0.6497704982757568,0.6497704982757568,0.35022950172424316
anl4_dts_ptp,fnd6_newa1v1300_csho,near,0.6483568549156189,0.6483568549156189,0.3516431450843811
anl4_dts_ptp,fnd6_newa2v1300_stkco,near,0.6471027135848999,0.6471027135848999,0.3528972864151001
anl4_dts_ptp,news_mins_20_chg,far,0.9173032343387604,0.08269676566123962,0.9173032343387604
anl4_dts_ptp,fnd6_newa1v1300_gdwl,far,0.9114049002528191,0.08859509974718094,0.9114049002528191
anl4_dts_ptp,news_mins_10_chg,far,0.9099968671798706,0.0900031328201294,0.9099968671798706
anl4_dts_ptp,dividend,near,0.3060455322265625,0.3060455322265625,0.6939544677734375
anl4_dts_ptp,fn_liab_fair_val_l1_q,far,0.9085448235273361,0.09145517647266388,0.9085448235273361
anl4_dts_ptp,fnd6_dpvieb,far,0.8967091739177704,0.10329082608222961,0.8967091739177704
anl4_dts_ptp,fnd6_dudd,far,0.9027941972017288,0.09720580279827118,0.9027941972017288
anl4_dts_ptp,fnd6_fate,far,0.8975816816091537,0.10241831839084625,0.8975816816091537
anl4_dts_ptp,fnd6_invo,far,0.8989387154579163,0.10106128454208374,0.8989387154579163
anl4_dts_ptp,fnd6_invrm,far,0.9076924920082092,0.09230750799179077,0.9076924920082092
anl4_dts_ptp,fnd6_newa1v1300_dpact,far,0.8959281966090202,0.10407180339097977,0.8959281966090202
anl4_dts_ptp,fnd6_newqv1300_dpactq,far,0.90284014493227,0.09715985506772995,0.90284014493227
anl4_dts_ptp,fnd6_newqv1300_gdwlq,far,0.8998684138059616,0.10013158619403839,0.8998684138059616
anl4_dts_ptp,fnd6_txr,near,0.3856848478317261,0.3856848478317261,0.6143151521682739
anl4_dts_ptp,fnd6_txtubtxtr,far,0.898857057094574,0.10114294290542603,0.898857057094574
anl4_dts_ptp,goodwill,far,0.8990965709090233,0.10090342909097672,0.8990965709090233
anl4_dts_ptp,news_dividend_yield,far,0.9075461179018021,0.09245388209819794,0.9075461179018021
anl4_dts_ptp,sales_growth,far,0.8962681144475937,0.10373188555240631,0.8962681144475937
dividend,dividend_min_guidance_quarterly,near,0.3331669867038727,0.3331669867038727,0.6668330132961273
dividend,dividend_max_guidance_quarterly,near,0.3232632279396057,0.3232632279396057,0.6767367720603943
dividend,dividend_min_guidance_value,near,0.3206075131893158,0.3206075131893158,0.6793924868106842
dividend,tangible_book_value_per_share_max_guidance,near,0.31491756439208984,0.31491756439208984,0.6850824356079102
dividend,fnd6_incorp,near,0.3029496967792511,0.3029496967792511,0.6970503032207489
dividend,working_capital,near,0.29948243498802185,0.29948243498802185,0.7005175650119781
dividend,dividend_max_guidance_value,near,0.29586154222488403,0.29586154222488403,0.704138457775116
dividend,pcr_oi_360,far,0.9213177412748337,0.07868225872516632,0.9213177412748337
dividend,put_breakeven_1080,far,0.9199500903487206,0.08004990965127945,0.9199500903487206
dividend,unsystematic_risk_last_30_days,far,0.9199301898479462,0.08006981015205383,0.9199301898479462
dividend,ebit_reported_value,far,0.8993886932730675,0.10061130672693253,0.8993886932730675
dividend,fn_line_of_credit_facility_amount_out_a,far,0.913855716586113,0.08614428341388702,0.913855716586113
dividend,fn_mne_a,far,0.9193328768014908,0.08066712319850922,0.9193328768014908
dividend,fn_oth_income_loss_derivatives_qualifying_as_hedges_of_tax_q,far,0.9158797338604927,0.0841202661395073,0.9158797338604927
dividend,fnd6_cptnewqv1300_oibdpq,far,0.8955905064940453,0.10440949350595474,0.8955905064940453
dividend,fnd6_intan,far,0.8870927542448044,0.11290724575519562,0.8870927542448044
dividend,fnd6_loxdr,far,0.8896404653787613,0.11035953462123871,0.8896404653787613
dividend,fnd6_newa1v1300_lo,far,0.8918474093079567,0.1081525906920433,0.8918474093079567
dividend,fnd6_newa2v1300_txdb,far,0.8889824151992798,0.11101758480072021,0.8889824151992798
dividend,fnd6_newqv1300_intanq,far,0.8970129489898682,0.10298705101013184,0.8970129489898682
dividend,fnd6_newqv1300_lol2q,far,0.8934946358203888,0.1065053641796112,0.8934946358203888
dividend,fnd6_newqv1300_loxdrq,far,0.8957519233226776,0.10424807667732239,0.8957519233226776
dividend,fnd6_txndba,far,0.8989656567573547,0.10103434324264526,0.8989656567573547
dividend,fnd6_txtubtxtr,far,0.902257576584816,0.09774242341518402,0.902257576584816
dividend,rp_css_product,far,0.9114715084433556,0.08852849155664444,0.9114715084433556
dividend_max_guidance_quarterly,dividend_min_guidance_value,near,0.9340521097183228,0.9340521097183228,0.06594789028167725
dividend_max_guidance_quarterly,funds_from_operations_max_guidance,near,0.8914046287536621,0.8914046287536621,0.10859537124633789
dividend_max_guidance_quarterly,max_net_debt_guidance,near,0.8828176259994507,0.8828176259994507,0.11718237400054932
dividend_max_guidance_quarterly,min_net_debt_guidance,near,0.6987444162368774,0.6987444162368774,0.30125558376312256
dividend_max_guidance_quarterly,dividend_min_guidance_quarterly,near,0.6764137148857117,0.6764137148857117,0.32358628511428833
dividend_max_guidance_quarterly,dividend_max_guidance_value,near,0.6644597053527832,0.6644597053527832,0.3355402946472168
dividend_max_guidance_quarterly,max_adjusted_net_income_guidance,near,0.6439056992530823,0.6439056992530823,0.3560943007469177
dividend_max_guidance_quarterly,min_adjusted_net_income_guidance,near,0.6214724183082581,0.6214724183082581,0.37852758169174194
dividend_max_guidance_quarterly,rp_nip_marketing,far,0.9223538264632225,0.0776461735367775,0.9223538264632225
dividend_max_guidance_quarterly,news_pct_60min,far,0.9223470538854599,0.0776529461145401,0.9223470538854599
dividend_max_guidance_quarterly,fn_oth_income_loss_available_for_sale_securities_adj_of_tax_q,far,0.9204942584037781,0.07950574159622192,0.9204942584037781
dividend_max_guidance_quarterly,fnd6_cptnewqv1300_lctq,far,0.8921637982130051,0.10783620178699493,0.8921637982130051
dividend_max_guidance_quarterly,fnd6_donr,far,0.9156922549009323,0.08430774509906769,0.9156922549009323
dividend_max_guidance_quarterly,fnd6_mfma1_capx,far,0.9066160619258881,0.09338393807411194,0.9066160619258881
dividend_max_guidance_quarterly,fnd6_mrc2,far,0.9127645418047905,0.0872354581952095,0.9127645418047905
dividend_max_guidance_quarterly,fnd6_mrc3,far,0.9170280024409294,0.08297199755907059,0.9170280024409294
dividend_max_guidance_quarterly,fnd6_mrc4,far,0.906651608645916,0.09334839135408401,0.906651608645916
dividend_max_guidance_quarterly,fnd6_mrct,far,0.9140378460288048,0.08596215397119522,0.9140378460288048
dividend_max_guidance_quarterly,fnd6_newa1v1300_aco,far,0.9050142019987106,0.09498579800128937,0.9050142019987106
dividend_max_guidance_quarterly,fnd6_newa1v1300_capx,far,0.9099726378917694,0.09002736210823059,0.9099726378917694
dividend_max_guidance_quarterly,fnd6_newa1v1300_ceq,far,0.9065998941659927,0.09340010583400726,0.9065998941659927
dividend_max_guidance_quarterly,fnd6_newa1v1300_lco,far,0.903289332985878,0.09671066701412201,0.903289332985878
dividend_max_guidance_quarterly,fnd6_newa2v1300_seq,far,0.8982130438089371,0.10178695619106293,0.8982130438089371
dividend_max_guidance_quarterly,fnd6_newqv1300_ciotherq,far,0.9122503399848938,0.0877496600151062,0.9122503399848938
dividend_max_guidance_quarterly,fnd6_newqv1300_fcaq,far,0.9077344685792923,0.0922655314207077,0.9077344685792923
dividend_max_guidance_quarterly,fnd6_newqv1300_ivltq,far,0.9001217857003212,0.0998782142996788,0.9001217857003212
dividend_max_guidance_quarterly,fnd6_teq,far,0.8911929652094841,0.1088070347905159,0.8911929652094841
dividend_max_guidance_quarterly,fnd6_txdc,far,0.9082048460841179,0.09179515391588211,0.9082048460841179
dividend_max_guidance_quarterly,fnd6_txdi,far,0.9115322381258011,0.08846776187419891,0.9115322381258011
dividend_max_guidance_quarterly,fnd6_txds,far,0.9015914425253868,0.09840855747461319,0.9015914425253868
dividend_max_guidance_quarterly,max_capital_expenditure_guidance,near,0.5925264954566956,0.5925264954566956,0.40747350454330444
dividend_max_guidance_quarterly,min_pretax_profit_guidance_2,near,0.6079424619674683,0.6079424619674683,0.39205753803253174
dividend_max_guidance_quarterly,news_pct_1min,far,0.920347698032856,0.07965230196714401,0.920347698032856
dividend_max_guidance_quarterly,pv13_revere_comproduct_company,far,0.9081042632460594,0.09189573675394058,0.9081042632460594
dividend_max_guidance_quarterly,rp_css_insider,far,0.9176836013793945,0.08231639862060547,0.9176836013793945
dividend_max_guidance_quarterly,rp_ess_credit,far,0.9189214706420898,0.08107852935791016,0.9189214706420898
dividend_max_guidance_quarterly,rp_ess_legal,far,0.9174444079399109,0.08255559206008911,0.9174444079399109
dividend_max_guidance_quarterly,rp_nip_society,far,0.9198789373040199,0.08012106269598007,0.9198789373040199
dividend_max_guidance_quarterly,tangible_book_value_per_share_max_guidance,near,0.6017003059387207,0.6017003059387207,0.3982996940612793
dividend_max_guidance_quarterly,total_assets_amount,far,0.9026141315698624,0.09738586843013763,0.9026141315698624
dividend_max_guidance_value,dividend_min_guidance_quarterly,near,0.7149722576141357,0.7149722576141357,0.28502774238586426
dividend_max_guidance_value,dividend_min_guidance_value,near,0.7012450695037842,0.7012450695037842,0.2987549304962158
dividend_max_guidance_value,min_pretax_profit_guidance_2,near,0.6633222103118896,0.6633222103118896,0.33667778968811035
dividend_max_guidance_value,tangible_book_value_per_share_max_guidance,near,0.6130158305168152,0.6130158305168152,0.3869841694831848
dividend_max_guidance_value,funds_from_operations_max_guidance,near,0.5815841555595398,0.5815841555595398,0.4184158444404602
dividend_max_guidance_value,max_net_debt_guidance,near,0.5755448341369629,0.5755448341369629,0.4244551658630371
dividend_max_guidance_value,min_net_debt_guidance,near,0.537141740322113,0.537141740322113,0.46285825967788696
dividend_max_guidance_value,parkinson_volatility_10,far,0.9314322099089622,0.06856779009103775,0.9314322099089622
dividend_max_guidance_value,parkinson_volatility_20,far,0.9296648055315018,0.07033519446849823,0.9296648055315018
dividend_max_guidance_value,parkinson_volatility_30,far,0.9283939450979233,0.07160605490207672,0.9283939450979233
dividend_max_guidance_value,earnings_per_share_average,far,0.8969579637050629,0.10304203629493713,0.8969579637050629
dividend_max_guidance_value,earnings_per_share_median_value,far,0.8959917724132538,0.10400822758674622,0.8959917724132538
dividend_max_guidance_value,ebit,far,0.8991202563047409,0.1008797436952591,0.8991202563047409
dividend_max_guidance_value,employee,far,0.9031979367136955,0.09680206328630447,0.9031979367136955
dividend_max_guidance_value,eps,far,0.9039496630430222,0.09605033695697784,0.9039496630430222
dividend_max_guidance_value,fnd6_cptnewqv1300_apq,far,0.914832666516304,0.08516733348369598,0.914832666516304
dividend_max_guidance_value,fnd6_cptnewqv1300_dlttq,far,0.9114102199673653,0.08858978003263474,0.9114102199673653
dividend_max_guidance_value,fnd6_cptnewqv1300_dpq,far,0.9026190862059593,0.09738091379404068,0.9026190862059593
dividend_max_guidance_value,fnd6_cptnewqv1300_epsf12,far,0.9092354401946068,0.09076455980539322,0.9092354401946068
dividend_max_guidance_value,fnd6_cptnewqv1300_epsfxq,far,0.8999333381652832,0.1000666618347168,0.8999333381652832
dividend_max_guidance_value,fnd6_cptnewqv1300_epsx12,far,0.9067553579807281,0.09324464201927185,0.9067553579807281
dividend_max_guidance_value,fnd6_cptnewqv1300_oiadpq,far,0.9080309942364693,0.09196900576353073,0.9080309942364693
dividend_max_guidance_value,fnd6_cptnewqv1300_oibdpq,far,0.9136877804994583,0.08631221950054169,0.9136877804994583
dividend_max_guidance_value,fnd6_cptnewqv1300_rectq,far,0.9015174508094788,0.09848254919052124,0.9015174508094788
dividend_max_guidance_value,fnd6_fato,far,0.9083655923604965,0.09163440763950348,0.9083655923604965
dividend_max_guidance_value,fnd6_invfg,far,0.9003711268305779,0.09962887316942215,0.9003711268305779
dividend_max_guidance_value,fnd6_mfma1_dp,far,0.9002116993069649,0.09978830069303513,0.9002116993069649
dividend_max_guidance_value,fnd6_mfma1_dpc,far,0.9116872996091843,0.08831270039081573,0.9116872996091843
dividend_max_guidance_value,fnd6_mfmq_cogsq,far,0.9098385721445084,0.09016142785549164,0.9098385721445084
dividend_max_guidance_value,fnd6_mfmq_dlcq,far,0.9092849269509315,0.09071507304906845,0.9092849269509315
dividend_max_guidance_value,fnd6_newa1v1300_acominc,far,0.9013699144124985,0.09863008558750153,0.9013699144124985
dividend_max_guidance_value,fnd6_newa1v1300_aocipen,far,0.9088160246610641,0.09118397533893585,0.9088160246610641
dividend_max_guidance_value,fnd6_newa1v1300_ap,far,0.8915505558252335,0.10844944417476654,0.8915505558252335
dividend_max_guidance_value,fnd6_newa1v1300_cogs,far,0.901380330324173,0.09861966967582703,0.901380330324173
dividend_max_guidance_value,fnd6_newa1v1300_dp,far,0.9026821330189705,0.09731786698102951,0.9026821330189705
dividend_max_guidance_value,fnd6_newa1v1300_dpc,far,0.9129216372966766,0.08707836270332336,0.9129216372966766
dividend_max_guidance_value,fnd6_newa1v1300_ebit,far,0.8987719118595123,0.10122808814048767,0.8987719118595123
dividend_max_guidance_value,fnd6_newa1v1300_emp,far,0.905257984995842,0.09474201500415802,0.905257984995842
dividend_max_guidance_value,fnd6_newa1v1300_ibc,far,0.9025458544492722,0.09745414555072784,0.9025458544492722
dividend_max_guidance_value,fnd6_newa1v1300_lo,far,0.8974481523036957,0.10255184769630432,0.8974481523036957
dividend_max_guidance_value,fnd6_newa2v1300_mib,far,0.9086762368679047,0.09132376313209534,0.9086762368679047
dividend_max_guidance_value,fnd6_newa2v1300_ni,far,0.9007165729999542,0.09928342700004578,0.9007165729999542
dividend_max_guidance_value,fnd6_newa2v1300_pi,far,0.9047379642724991,0.09526203572750092,0.9047379642724991
dividend_max_guidance_value,fnd6_newa2v1300_ppent,far,0.9038826525211334,0.09611734747886658,0.9038826525211334
dividend_max_guidance_value,fnd6_newa2v1300_txt,far,0.9075715318322182,0.09242846816778183,0.9075715318322182
dividend_max_guidance_value,fnd6_newqv1300_aocipenq,far,0.9083848595619202,0.09161514043807983,0.9083848595619202
dividend_max_guidance_value,fnd6_newqv1300_aoq,far,0.9051544442772865,0.09484555572271347,0.9051544442772865
dividend_max_guidance_value,fnd6_newqv1300_cicurrq,far,0.9142706096172333,0.08572939038276672,0.9142706096172333
dividend_max_guidance_value,fnd6_newqv1300_ciq,far,0.8915494829416275,0.1084505170583725,0.8915494829416275
dividend_max_guidance_value,fnd6_newqv1300_citotalq,far,0.8944329917430878,0.10556700825691223,0.8944329917430878
dividend_max_guidance_value,fnd6_newqv1300_cogsq,far,0.9105864018201828,0.0894135981798172,0.9105864018201828
dividend_max_guidance_value,fnd6_newqv1300_dcomq,far,0.9146585091948509,0.08534149080514908,0.9146585091948509
dividend_max_guidance_value,fnd6_newqv1300_dlcq,far,0.9095186144113541,0.09048138558864594,0.9095186144113541
dividend_max_guidance_value,fnd6_newqv1300_epsfiq,far,0.8992691189050674,0.10073088109493256,0.8992691189050674
dividend_max_guidance_value,fnd6_newqv1300_epspiq,far,0.9019402116537094,0.09805978834629059,0.9019402116537094
dividend_max_guidance_value,fnd6_newqv1300_epspxq,far,0.9034224599599838,0.09657754004001617,0.9034224599599838
dividend_max_guidance_value,fnd6_newqv1300_intanoq,far,0.895680695772171,0.10431930422782898,0.895680695772171
dividend_max_guidance_value,fnd6_newqv1300_invfgq,far,0.9149994552135468,0.08500054478645325,0.9149994552135468
dividend_max_guidance_value,fnd6_newqv1300_invoq,far,0.9103988781571388,0.08960112184286118,0.9103988781571388
dividend_max_guidance_value,fnd6_newqv1300_invrmq,far,0.9227854758501053,0.07721452414989471,0.9227854758501053
dividend_max_guidance_value,fnd6_newqv1300_lltq,far,0.9054976850748062,0.09450231492519379,0.9054976850748062
dividend_max_guidance_value,fnd6_newqv1300_lnoq,far,0.9119566679000854,0.08804333209991455,0.9119566679000854
dividend_max_guidance_value,fnd6_newqv1300_loq,far,0.9069252014160156,0.09307479858398438,0.9069252014160156
dividend_max_guidance_value,fnd6_niadj,far,0.9043691009283066,0.09563089907169342,0.9043691009283066
dividend_max_guidance_value,fnd6_pifo,far,0.9043547436594963,0.09564525634050369,0.9043547436594963
dividend_max_guidance_value,fnd6_pstkc,far,0.9006798714399338,0.09932012856006622,0.9006798714399338
dividend_max_guidance_value,fnd6_pstkl,far,0.9029098153114319,0.09709018468856812,0.9029098153114319
dividend_max_guidance_value,fnd6_pstkrv,far,0.9027476757764816,0.09725232422351837,0.9027476757764816
dividend_max_guidance_value,fnd6_reajo,far,0.9054193794727325,0.09458062052726746,0.9054193794727325
dividend_max_guidance_value,fnd6_recco,far,0.911434181034565,0.08856581896543503,0.911434181034565
dividend_max_guidance_value,fnd6_rectr,far,0.9042162373661995,0.0957837626338005,0.9042162373661995
dividend_max_guidance_value,fnd6_txc,far,0.9063520506024361,0.09364794939756393,0.9063520506024361
dividend_max_guidance_value,fnd6_txfed,far,0.9106607958674431,0.08933920413255692,0.9106607958674431
dividend_max_guidance_value,fnd6_txfo,far,0.9036568030714989,0.09634319692850113,0.9036568030714989
dividend_max_guidance_value,fnd6_txtubbegin,far,0.9133888706564903,0.08661112934350967,0.9133888706564903
dividend_max_guidance_value,fnd6_txtubposdec,far,0.9126670211553574,0.08733297884464264,0.9126670211553574
dividend_max_guidance_value,fnd6_txtubpospinc,far,0.9096703752875328,0.0903296247124672,0.9096703752875328
dividend_max_guidance_value,fnd6_xpr,far,0.9069544747471809,0.09304552525281906,0.9069544747471809
dividend_max_guidance_value,fnd6_xrent,far,0.9143803343176842,0.08561966568231583,0.9143803343176842
dividend_max_guidance_value,historical_volatility_10,far,0.9250672683119774,0.07493273168802261,0.9250672683119774
dividend_max_guidance_value,historical_volatility_120,far,0.9169792532920837,0.08302074670791626,0.9169792532920837
dividend_max_guidance_value,historical_volatility_150,far,0.9156597405672073,0.08434025943279266,0.9156597405672073
dividend_max_guidance_value,historical_volatility_20,far,0.9252464696764946,0.0747535303235054,0.9252464696764946
dividend_max_guidance_value,historical_volatility_30,far,0.9263387098908424,0.07366129010915756,0.9263387098908424
dividend_max_guidance_value,historical_volatility_60,far,0.9227213263511658,0.07727867364883423,0.9227213263511658
dividend_max_guidance_value,historical_volatility_90,far,0.9212316200137138,0.07876837998628616,0.9212316200137138
dividend_max_guidance_value,implied_volatility_call_120,far,0.9158475175499916,0.08415248245000839,0.9158475175499916
dividend_max_guidance_value,implied_volatility_call_150,far,0.9207205325365067,0.07927946746349335,0.9207205325365067
dividend_max_guidance_value,implied_volatility_call_180,far,0.9174852073192596,0.08251479268074036,0.9174852073192596
dividend_max_guidance_value,implied_volatility_call_360,far,0.9143563285470009,0.08564367145299911,0.9143563285470009
dividend_max_guidance_value,implied_volatility_call_720,far,0.9162857681512833,0.08371423184871674,0.9162857681512833
dividend_max_guidance_value,implied_volatility_call_90,far,0.9147465601563454,0.08525343984365463,0.9147465601563454
dividend_max_guidance_value,news_open_gap,far,0.9243525564670563,0.07564744353294373,0.9243525564670563
dividend_max_guidance_value,news_spy_close,far,0.9099426344037056,0.0900573655962944,0.9099426344037056
dividend_max_guidance_value,operating_income,far,0.9070025533437729,0.09299744665622711,0.9070025533437729
dividend_max_guidance_value,parkinson_volatility_60,far,0.9231846258044243,0.07681537419557571,0.9231846258044243
dividend_max_guidance_value,parkinson_volatility_90,far,0.9220139607787132,0.07798603922128677,0.9220139607787132
dividend_max_guidance_value,return_assets,far,0.9002074599266052,0.09979254007339478,0.9002074599266052
dividend_max_guidance_value,returns,near,0.27634331583976746,0.27634331583976746,0.7236566841602325
dividend_max_guidance_value,rp_css_inverstor,far,0.9183205738663673,0.08167942613363266,0.9183205738663673
dividend_max_guidance_value,sales_estimate_count_2,far,0.902436189353466,0.09756381064653397,0.902436189353466
dividend_min_guidance_quarterly,min_pretax_profit_guidance_2,near,0.8725917339324951,0.8725917339324951,0.12740826606750488
dividend_min_guidance_quarterly,dividend_min_guidance_value,near,0.665640115737915,0.665640115737915,0.33435988426208496
dividend_min_guidance_quarterly,tangible_book_value_per_share_max_guidance,near,0.6062948703765869,0.6062948703765869,0.3937051296234131
dividend_min_guidance_quarterly,min_net_debt_guidance,near,0.5724013447761536,0.5724013447761536,0.42759865522384644
dividend_min_guidance_quarterly,max_net_debt_guidance,near,0.5660086274147034,0.5660086274147034,0.43399137258529663
dividend_min_guidance_quarterly,funds_from_operations_max_guidance,near,0.5520804524421692,0.5520804524421692,0.4479195475578308
dividend_min_guidance_quarterly,news_max_up_ret,far,0.9284999892115593,0.0715000107884407,0.9284999892115593
dividend_min_guidance_quarterly,pcr_oi_1080,far,0.9250525757670403,0.07494742423295975,0.9250525757670403
dividend_min_guidance_quarterly,rp_css_technical,far,0.9214007407426834,0.07859925925731659,0.9214007407426834
dividend_min_guidance_quarterly,fnd6_cptnewqv1300_dpq,far,0.9083606749773026,0.09163932502269745,0.9083606749773026
dividend_min_guidance_quarterly,fnd6_dlcch,far,0.9065595120191574,0.09344048798084259,0.9065595120191574
dividend_min_guidance_quarterly,fnd6_esopnr,far,0.9133434444665909,0.08665655553340912,0.9133434444665909
dividend_min_guidance_quarterly,fnd6_mfma2_oancf,far,0.9025256559252739,0.0974743440747261,0.9025256559252739
dividend_min_guidance_quarterly,fnd6_mfmq_cogsq,far,0.9082738310098648,0.09172616899013519,0.9082738310098648
dividend_min_guidance_quarterly,fnd6_mfmq_dlcq,far,0.9064948856830597,0.09350511431694031,0.9064948856830597
dividend_min_guidance_quarterly,fnd6_newa1v1300_acominc,far,0.9065154790878296,0.09348452091217041,0.9065154790878296
dividend_min_guidance_quarterly,fnd6_newa1v1300_lt,far,0.900544099509716,0.09945590049028397,0.900544099509716
dividend_min_guidance_quarterly,fnd6_newa2v1300_oancf,far,0.9035591930150986,0.09644080698490143,0.9035591930150986
dividend_min_guidance_quarterly,fnd6_newa2v1300_ppent,far,0.903804175555706,0.09619582444429398,0.903804175555706
dividend_min_guidance_quarterly,fnd6_newa2v1300_prsho,far,0.9032183364033699,0.0967816635966301,0.9032183364033699
dividend_min_guidance_quarterly,fnd6_newa2v1300_sale,far,0.9070392474532127,0.09296075254678726,0.9070392474532127
dividend_min_guidance_quarterly,fnd6_newa2v1300_spi,far,0.9075376093387604,0.09246239066123962,0.9075376093387604
dividend_min_guidance_quarterly,fnd6_newqv1300_acomincq,far,0.903771661221981,0.09622833877801895,0.903771661221981
dividend_min_guidance_quarterly,fnd6_newqv1300_ancq,far,0.9039761647582054,0.09602383524179459,0.9039761647582054
dividend_min_guidance_quarterly,fnd6_newqv1300_cibegniq,far,0.8956735879182816,0.10432641208171844,0.8956735879182816
dividend_min_guidance_quarterly,fnd6_newqv1300_cogsq,far,0.9112092405557632,0.08879075944423676,0.9112092405557632
dividend_min_guidance_quarterly,fnd6_newqv1300_dlcq,far,0.9078957140445709,0.09210428595542908,0.9078957140445709
dividend_min_guidance_quarterly,fnd6_newqv1300_lltq,far,0.9106047973036766,0.0893952026963234,0.9106047973036766
dividend_min_guidance_quarterly,fnd6_newqv1300_lul3q,far,0.9071125090122223,0.09288749098777771,0.9071125090122223
dividend_min_guidance_quarterly,historical_volatility_150,far,0.913452498614788,0.08654750138521194,0.913452498614788
dividend_min_guidance_quarterly,historical_volatility_180,far,0.9156802445650101,0.08431975543498993,0.9156802445650101
dividend_min_guidance_quarterly,net_income_adjusted,far,0.9030992090702057,0.09690079092979431,0.9030992090702057
dividend_min_guidance_quarterly,net_income_total_2,far,0.8941822350025177,0.1058177649974823,0.8941822350025177
dividend_min_guidance_quarterly,news_max_dn_ret,far,0.915869303047657,0.08413069695234299,0.915869303047657
dividend_min_guidance_quarterly,news_ratio_vol,far,0.9051978290081024,0.09480217099189758,0.9051978290081024
